Species,th.len.m,th.len.m_se,th.wid.m,th.wid.m_se,th.hei.m,th.hei.m_se,th.vol.m,th.vol.m_se,wing.area.m,wing.area.m_se,resid.th.vol.m,wing.loading.m,tot.dry.mass.m,tot.dry.mass.m_se,sp.total.len,sp.total.len_se,testis.len,testis.len_se,agland.area,agland.area_se,resid.agland.area,rank.res.ag.area,eb.extn_bin,eb.extn.branched_bin,eb.extn.len,eb.extn.len_se,eb.area,eb.area_se,resid.eb.area,rank.res.eb.area,dry.testis.mass,dry.testis.mass_se,resid.testis.mass,rank.res.testis.mass,TRI.m.weighted,TRI.m.unweighted,sperm.per.cop,sperm.per.cop_se,th.len.f,th.len.f_se,th.wid.f,th.wid.f_se,th.hei.f,th.hei.f_se,th.vol.f,th.vol.f_se,resid.th.vol.f,wing.area.f,wing.area.f_se,wing.loading.f,tot.dry.mass.f,tot.dry.mass.f_se,sr.len,sr.len_se,ovariole.no,ovariole.no_se,egg.len,egg.len_se,egg.wid.mean,egg.w_se,egg.asp.ratio,egg.vol,egg.vol_se,chor.app.no,chor.app.len,app.len_se,spth.duct.len,spth.duct.len_se,spth.cap.len,spth.cap.len_se,spth.cap.wid,spth.cap.wid_se,spth.cap.vol,spth.cap.vol_se,spth.int.len,spth.int.len_se,spth.melanized_bin,sp.sotrage_bin,virgin.cop.dur,virgin.cop.dur_se,remating.int.50,monandry_bin,remating.cop.dur,remating.cop.dur_se,re.vir.cop.diff,sp.eject_bin,sp.eject.time,sp.eject.time_se,plug_bin,insemin.rxn_bin,Age.reproductive.maturity.f,Age.reproductive.maturity.m,std.aging.rate.f,std.aging.rate.m,life.expectancy.f,life.expectancy.m,net.repro.output,early.repro.output,std.sex.siz.diff,std.aging.rate.bias,life.expectancy.bias,anisogamy,OSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_takahashii,0.913,0.011,0.665,0.008,0.780,0.017,0.473,0.004,1.091,0.015,0.251,0.021,0.136,0.007,1.870,,2.579,0.256,0.150,0.008,-0.243,96,0,0,0,0,0.017,0.003,-0.674,121,0.006,0.001,-0.057,53,79.5,270,486.600,15.332,1.043,0.024,0.693,0.012,0.938,0.021,0.677,0.008,0.000,1.289,0.063,-0.243,0.265,0.010,3.087,0.050,24.000,1.238,0.534,0.004,0.193,0.003,2.763,0.010,0.000,2.000,0.453,0.011,0.186,0.004,0.147,0.091,0.058,0.001,0.000,0.000,0.042,0.001,1,0,14.050,0.544,4.000,0,11.000,0.941,0.783,1,600.000,,1,0,4.000,3.000,3.990,3.460,61.073,92.832,366.000,54.000,0.354,0.532,-0.604,0.002,0.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_tani,0.973,0.031,0.693,0.008,0.835,0.011,0.562,0.007,1.421,0.031,-0.162,-0.061,0.283,0.012,4.734,0.190,4.936,0.125,0.232,0.031,0.123,58,0,0,0,0,0.012,0.001,-1.092,139,0.012,0.002,-0.200,64,77.2,261,1147.000,54.790,1.028,0.013,0.705,0.015,0.935,0.016,0.677,0.007,-0.099,1.693,0.039,-0.023,0.314,0.025,6.280,0.088,25.000,0.707,0.477,0.006,0.182,0.003,2.625,0.008,0.000,2.000,13.293,12.986,0.147,0.012,0.046,0.002,0.049,0.002,0.000,0.000,0.025,0.003,1,1,5.675,0.201,7.000,0,9.083,0.723,1.601,1,600.000,,1,0,4.000,4.000,3.750,3.580,60.097,74.311,248.000,59.000,0.185,0.174,-0.306,0.001,1.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_triauraria,0.968,0.006,0.635,0.005,0.878,0.016,0.539,0.004,1.212,0.031,0.050,-0.070,0.206,0.005,3.596,0.273,4.057,0.058,0.145,0.013,-0.333,107,0,0,0,0,0.012,0.001,-1.128,141,0.010,0.001,0.031,41,80.8,289,1029.800,56.751,1.073,0.011,0.690,0.005,0.935,0.019,0.692,0.005,-0.168,1.460,0.027,-0.218,0.365,0.010,4.200,0.125,25.200,0.490,0.456,0.005,0.167,0.003,2.731,0.007,0.000,2.000,0.318,0.006,0.219,0.014,0.146,0.003,0.128,0.008,0.003,0.000,0.116,0.005,1,1,6.050,0.245,1.000,0,5.923,0.348,0.979,1,225.000,13.296,1,0,4.000,4.000,3.550,4.000,55.494,37.035,196.000,63.000,0.248,-0.447,0.583,0.001,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_tripunctata,0.940,0.014,0.698,0.005,0.878,0.006,0.575,0.003,1.474,0.013,-0.106,-0.004,0.271,0.008,3.121,0.075,3.352,0.004,0.101,0.004,-0.718,137,1,0,0.330333333,0.020428738,0.053,0.004,0.360,59,0.007,0.001,-0.698,110,107.9,306,1970.600,45.208,1.100,0.009,0.773,0.008,0.988,0.004,0.839,0.004,-0.163,1.930,0.050,-0.038,0.502,0.012,5.044,0.286,33.800,1.463,0.473,0.003,0.173,0.002,2.731,0.007,0.000,4.000,0.283,0.006,0.118,0.005,0.126,0.004,0.085,0.005,0.001,0.000,0.106,0.005,1,0,45.625,2.181,35.000,1,,,0.000,0,,,1,0,4.000,4.000,2.430,2.760,100.914,73.703,150.000,77.000,0.373,-0.329,0.453,0.001,4.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_tropicalis,0.763,0.007,0.618,0.007,0.662,0.010,0.312,0.002,1.825,0.054,-0.021,0.621,0.114,0.005,1.560,0.200,1.572,0.007,0.405,0.051,0.928,4,0,0,0,0,0.085,0.001,1.100,17,0.006,0.001,0.281,21,15.1,42,99.600,12.120,0.930,0.011,0.737,0.009,0.944,0.011,0.647,0.004,0.010,2.556,0.051,0.470,0.241,0.002,2.868,0.042,30.000,0.408,0.485,0.006,0.171,0.001,2.836,0.007,0.000,2.000,0.275,0.005,0.198,0.033,0.109,0.018,0.115,0.020,0.002,0.001,0.072,0.017,1,0,16.175,0.757,14.000,0,15.000,0.985,0.927,1,368.333,17.159,1,0,4.000,0.000,4.070,5.070,86.534,35.404,428.000,101.000,0.699,-0.999,1.289,0.002,3.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_truncata,0.843,0.008,0.598,0.008,0.780,0.010,0.393,0.003,0.914,0.046,-0.113,-0.261,0.170,0.007,3.353,0.272,6.301,0.166,0.240,0.030,0.306,36,0,0,0,0,0.014,0.002,-0.828,130,0.004,0.001,-0.614,104,88.8,270,1178.800,14.249,0.910,0.010,0.670,0.006,0.875,0.011,0.533,0.003,-0.309,1.137,0.049,-0.406,0.299,0.014,6.105,0.126,16.000,0.707,0.495,0.002,0.164,0.001,3.017,0.007,0.000,2.000,0.448,0.008,0.151,0.015,0.069,0.005,0.063,0.005,0.000,0.000,,,0,1,4.425,0.175,7.000,0,7.231,0.982,1.634,1,201.000,13.077,1,0,4.000,4.000,3.990,4.010,37.939,38.785,95.000,10.000,0.304,-0.017,-0.032,0.001,1.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_tsacasi,0.935,0.013,0.683,0.006,0.880,0.010,0.562,0.004,1.003,0.028,0.081,-0.265,0.208,0.020,1.705,0.051,2.075,0.074,0.271,0.030,0.280,38,0,0,0,0,0.023,0.005,-0.454,115,0.005,0.001,-0.759,117,92.9,270,729.400,40.038,1.070,0.008,0.693,0.015,0.990,0.025,0.734,0.008,-0.075,1.378,0.016,-0.258,0.344,0.011,2.790,0.045,30.200,1.020,0.423,0.005,0.143,0.002,2.965,0.005,0.000,2.000,0.135,0.009,0.124,0.014,0.067,0.003,0.064,0.004,0.000,0.000,,,0,1,3.925,0.296,1.000,0,5.154,0.492,1.313,1,97.500,4.610,1,0,4.000,4.000,3.610,3.040,30.549,55.831,52.000,15.000,0.266,0.568,-0.870,0.001,-0.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_varians,0.893,0.010,0.680,0.012,0.900,0.009,0.546,0.004,1.305,0.024,-0.093,-0.089,0.250,0.018,2.983,0.087,3.578,0.145,0.319,0.037,0.454,24,0,0,0,0,0.055,0.002,0.416,54,0.006,0.001,-0.657,108,72,186,1136.400,55.643,1.028,0.013,0.785,0.013,0.983,0.006,0.792,0.006,-0.188,1.564,0.034,-0.230,0.474,0.019,11.316,0.225,37.800,1.281,0.452,0.003,0.145,0.002,3.130,0.005,0.000,2.000,0.259,0.005,0.141,0.017,0.076,0.002,0.065,0.001,0.000,0.000,0.061,0.004,1,0,11.659,0.440,21.000,0,7.929,0.399,0.680,1,399.000,12.083,1,0,4.000,3.000,5.120,4.870,12.657,15.555,54.000,14.000,0.368,0.248,-0.297,0.001,2.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_virilis,1.193,0.023,0.788,0.013,1.070,0.015,1.005,0.010,2.460,0.069,0.192,0.354,0.375,0.022,5.700,0.160,7.165,0.104,0.307,0.016,0.159,52,0,0,0,0,0.145,0.009,1.114,16,0.031,0.004,0.445,11,24.3,79,699.200,58.865,1.118,0.015,0.793,0.012,1.090,0.014,0.965,0.008,-0.222,2.394,0.028,0.074,0.701,0.044,10.163,0.172,45.200,2.800,0.625,0.005,0.185,0.003,3.373,0.011,0.000,4.000,0.326,0.010,0.158,0.004,0.161,0.002,0.117,0.000,0.002,0.000,0.129,0.004,1,0,3.732,0.185,1.000,0,3.565,0.234,0.955,1,180.000,20.310,1,0,3.000,6.000,9.390,9.430,167.000,91.748,825.000,141.000,-0.040,-0.038,0.864,0.001,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_watanabei,0.908,0.006,0.615,0.006,0.743,0.005,0.414,0.002,1.295,0.020,-0.273,-0.040,0.222,0.009,1.827,0.090,2.238,0.103,0.073,0.004,-0.901,147,0,0,0,0,0.006,0.001,-1.621,147,0.014,0.001,0.247,23,85,317,1255.600,112.405,1.008,0.010,0.703,0.011,0.950,0.007,0.672,0.005,-0.080,1.526,0.033,-0.113,0.300,0.019,1.818,0.047,26.000,0.548,0.411,0.003,0.150,0.002,2.736,0.005,0.000,2.000,0.275,0.007,0.150,0.031,0.050,0.006,0.046,0.007,0.000,0.000,,,0,1,7.075,0.595,0.500,0,3.462,0.351,0.489,1,600.000,,1,0,4.000,4.000,6.180,6.350,67.031,71.253,191.000,7.000,0.475,-0.168,-0.088,0.001,-0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_willistoni,0.795,0.008,0.618,0.005,0.689,0.008,0.338,0.002,1.966,0.024,-0.179,0.554,0.153,0.004,6.870,0.320,3.031,0.490,0.229,0.015,0.323,34,0,0,0,0,0.081,0.005,1.019,20,0.014,0.001,0.698,3,15.7,57,114.460,,1.001,0.005,0.749,0.006,0.979,0.008,0.734,0.003,0.384,2.647,0.020,0.635,0.159,0.005,8.865,0.136,30.833,0.980,0.485,0.005,0.178,0.003,2.723,0.008,0.000,2.000,0.292,0.005,0.237,0.010,0.092,0.003,0.091,0.004,0.001,0.000,0.072,0.002,1,0,20.024,0.492,21.000,0,17.462,0.656,0.872,1,600.000,,1,0,4.000,0.000,3.650,4.070,23.599,14.635,146.000,46.000,0.737,-0.421,0.689,0.000,3.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_yakuba,0.778,0.021,0.638,0.017,0.650,0.031,0.322,0.006,1.226,0.024,-0.619,-0.150,0.250,0.016,1.750,,2.306,0.013,0.152,0.007,-0.064,78,0,0,0,0,0.044,0.003,0.423,51,0.007,0.001,-0.606,102,84.6,231,1067.500,91.335,0.860,0.014,0.695,0.015,0.768,0.018,0.459,0.006,-0.446,1.099,0.116,-0.433,0.292,0.013,1.774,0.019,25.250,4.029,0.523,0.003,0.193,0.002,2.713,0.010,0.000,2.000,0.308,0.007,0.237,0.002,0.045,0.002,0.072,0.002,0.000,0.000,0.025,0.003,1,0,29.114,0.681,35.000,1,,,0.000,0,,,1,0,4.000,3.000,3.850,3.490,105.349,130.797,231.000,55.000,0.350,0.358,-0.312,0.002,3.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_latifasciaeformis,0.655,0.015,0.538,0.010,0.610,0.009,0.215,0.002,0.702,0.013,-0.287,-0.270,0.100,0.007,0.190,0.005,0.481,0.020,0.229,0.005,0.516,20,0,0,0,0,0.007,0.000,-1.274,145,0.006,0.001,0.419,13,41.5,178,,,0.743,0.016,0.595,0.018,0.745,0.003,0.329,0.004,-0.187,0.934,0.024,-0.287,0.108,0.001,0.223,0.013,63.600,2.561,0.345,0.003,0.117,0.003,2.953,0.002,0.000,6.000,0.228,0.005,0.140,0.014,0.039,0.002,0.056,0.000,0.000,0.000,0.024,0.001,1,0,,,,,,,,,,,,,4.000,3.000,,,,,,,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_lebanonensis,1.050,0.006,0.798,0.005,1.038,0.006,0.869,0.003,2.060,0.082,-0.020,0.137,0.407,0.010,0.359,0.007,0.698,0.049,0.300,0.023,0.196,45,0,0,0,0,0.048,0.004,0.071,77,0.017,0.002,-0.274,75,66.4,197,1326.000,43.336,1.118,0.006,0.820,0.011,1.090,0.009,0.999,0.006,-0.040,2.266,0.059,0.096,0.546,0.019,0.255,0.014,75.000,1.049,0.444,0.003,0.177,0.002,2.508,0.007,0.000,7.000,0.325,0.007,0.227,0.007,0.054,0.002,0.073,0.002,0.000,0.000,0.029,0.001,1,0,2.325,0.191,14.000,0,4.857,0.911,2.089,1,238.125,9.158,1,0,4.000,4.000,2.480,2.590,93.706,79.233,363.000,209.000,0.139,-0.110,0.242,0.004,2.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_davidi,1.078,0.007,0.700,0.008,1.222,0.010,0.922,0.005,2.132,0.057,-0.373,-0.073,0.681,0.026,2.780,0.085,3.704,0.080,0.469,0.024,0.618,14,1,12,11.65,1.11,0.348,0.004,2.026,5,0.033,0.002,-0.204,65,37.7,84,886.750,19.763,1.432,0.006,0.946,0.011,1.295,0.011,1.754,0.009,0.171,2.518,0.057,0.017,0.991,0.039,3.642,0.603,48.000,2.121,0.497,0.009,0.165,0.002,3.024,0.007,0.000,2.000,0.441,0.008,0.154,0.020,0.092,0.003,0.081,0.004,0.000,0.000,0.076,0.004,1,0,4.800,0.230,2.000,0,4.231,0.231,0.881,1,600.000,,1,0,4.000,4.000,2.120,1.980,177.579,200.178,239.000,126.000,0.622,0.140,-0.173,0.007,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_gabonicus,1.008,0.006,0.668,0.006,1.187,0.009,0.798,0.004,1.905,0.067,-0.352,-0.088,0.555,0.020,5.950,0.105,6.031,0.205,0.301,0.059,0.235,43,1,13,12.97,1.415,0.409,0.011,2.252,4,0.017,0.002,-0.634,105,66.2,152,579.000,51.825,1.210,0.008,0.875,0.010,1.108,0.008,1.173,0.006,-0.005,2.000,0.048,-0.094,0.676,0.041,6.159,0.200,36.000,0.316,0.504,0.004,0.166,0.002,3.042,0.007,0.000,4.000,0.328,0.008,0.205,0.009,0.062,0.002,0.063,0.003,0.000,0.000,0.045,0.001,1,0,2.116,0.083,4.000,0,3.462,0.144,1.636,1,162.900,12.100,1,0,4.000,4.000,4.430,4.140,134.608,151.315,137.000,49.000,0.380,0.289,-0.169,0.001,1.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_ghesquierei,1.160,0.013,0.750,0.004,1.055,0.008,0.918,0.004,1.803,0.123,-0.200,-0.135,0.545,0.033,0.645,0.027,1.328,0.077,0.303,0.014,0.183,48,1,3,2.734666667,0.447595055,0.178,0.006,1.356,12,0.018,0.002,-0.547,96,64.8,156,1968.800,140.138,1.200,0.006,0.840,0.007,1.125,0.009,1.134,0.005,-0.022,2.133,0.078,-0.022,0.657,0.054,2.031,0.030,51.600,1.887,0.439,0.004,0.162,0.002,2.704,0.006,0.000,4.000,0.217,0.007,0.152,0.018,0.058,0.002,0.057,0.002,0.000,0.000,0.035,0.003,1,0,3.475,0.209,21.000,0,4.154,0.337,1.195,1,600.000,,1,0,4.000,4.000,1.310,1.410,307.698,286.228,252.000,63.000,0.211,-0.104,0.104,0.000,3.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_indianus,1.190,0.005,0.808,0.006,1.095,0.006,1.052,0.004,2.029,0.060,0.006,0.024,0.500,0.020,5.104,0.575,5.479,0.056,0.396,0.041,0.394,28,1,14,13.55,1.156,0.473,0.006,2.274,3,0.022,0.001,-0.247,72,45,103,698.200,52.917,1.188,0.013,0.788,0.009,1.055,0.007,0.987,0.006,-0.088,2.122,0.066,0.012,0.581,0.024,6.894,0.226,32.600,0.510,0.545,0.003,0.170,0.001,3.212,0.008,0.000,4.000,0.444,0.016,0.331,0.052,0.106,0.019,0.101,0.016,0.001,0.000,0.064,0.009,1,0,1.763,0.093,1.000,0,1.923,0.178,1.091,1,600.000,,1,0,4.000,4.000,4.370,4.000,253.156,334.804,481.000,265.000,-0.064,0.371,-0.403,0.003,-0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_kolodkinae,1.298,0.026,0.968,0.021,1.216,0.026,1.529,0.018,2.120,0.072,0.324,0.035,0.536,0.015,0.826,0.003,1.710,0.045,0.757,0.088,0.886,7,1,1,0.747666667,0.043592813,0.071,0.003,0.213,68,0.015,0.001,-0.689,109,70.2,184,750.600,18.848,1.406,0.019,0.990,0.016,1.292,0.034,1.800,0.020,0.227,2.494,0.109,0.024,0.940,0.021,1.612,0.377,38.200,0.860,0.583,0.004,0.206,0.003,2.829,0.013,0.000,4.000,0.432,0.009,0.152,0.009,0.045,0.003,0.069,0.005,0.000,0.000,0.027,0.003,1,0,1.897,0.109,1.000,0,2.769,0.378,1.459,1,600.000,,1,0,4.000,4.000,2.650,2.890,105.269,80.928,250.000,124.000,0.163,-0.242,0.379,0.001,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_taronus,1.349,0.007,0.908,0.009,1.260,0.008,1.544,0.007,1.992,0.037,0.136,-0.144,0.686,0.010,12.163,0.505,14.458,0.444,0.865,0.046,1.014,2,0,19,18.57,1.115,0.593,0.004,2.327,1,0.025,0.003,-0.521,93,47.3,96,786.400,34.489,1.289,0.015,0.921,0.011,1.210,0.012,1.435,0.009,0.015,2.349,0.060,-0.029,0.918,0.048,19.778,0.040,25.400,0.245,0.608,0.006,0.186,0.002,3.268,0.011,0.000,4.000,0.400,0.029,0.219,0.014,0.146,0.003,0.128,0.008,0.002,0.000,0.116,0.005,1,0,3.650,0.191,14.000,0,3.923,1.022,1.075,1,600.000,,1,0,4.000,4.000,4.220,3.950,310.840,358.722,572.000,267.000,-0.073,0.270,-0.207,0.005,2.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z_tuberculatus,1.153,0.013,0.815,0.005,1.023,0.011,0.960,0.005,1.824,0.063,-0.200,-0.150,0.577,0.028,3.749,0.258,4.464,0.098,0.544,0.015,0.750,11,1,0,0.349333333,0.030088758,0.052,0.004,0.100,73,0.024,0.001,-0.325,80,57.9,164,560.800,46.328,1.352,0.006,0.933,0.006,1.073,0.193,1.354,0.081,0.061,2.215,0.082,-0.033,0.770,0.032,5.753,0.219,34.000,0.548,0.528,0.004,0.194,0.002,2.721,0.010,0.000,4.000,0.371,0.011,0.150,0.007,0.056,0.004,0.066,0.001,0.000,0.000,0.037,0.002,1,0,2.643,0.112,1.000,0,4.308,0.365,1.630,1,600.000,,1,0,,,3.700,2.530,129.486,403.323,352.000,295.000,0.340,1.169,-1.639,0.000,-1.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
